,0,1,2,3
RLN2,0.048,0.256,0.965,0.016
IRAK3,0.033,0.994,0.099,0.038
C1GALT1,0.954,0.112,0.14,0.242
RND3,0.999,0.011,0.046,0.024
COTL1,0.121,0.968,0.165,0.144
SATB1,0.066,0.021,0.997,0.036
NTF3,0.081,0.971,0.181,0.13
PIGZ,0.07,0.047,0.994,0.067
HLA-DOB,0.102,0.976,0.103,0.161
NAPG,0.084,0.97,0.126,0.192
DBP,0.094,0.149,0.184,0.967
GUCY1B3,0.951,0.133,0.127,0.248
AASS,0.109,0.956,0.167,0.216
ZBTB20,0.961,0.128,0.236,0.067
BMP7,0.033,0.096,0.075,0.992
PFKFB3,0.149,0.964,0.151,0.163
PIGF,0.018,0.015,0.028,0.999
CEP55,0.064,0.968,0.104,0.217
PBX1,0.034,0.092,0.994,0.046
TMEM159,0.025,0.074,0.997,0.027
ENC1,0.988,0.036,0.144,0.036
TMEM2,0.962,0.096,0.223,0.129
MSL2L1,0.107,0.96,0.235,0.108
GOLT1B,0.107,0.134,0.104,0.98
ACSL1,0.068,0.975,0.151,0.148
OXCT1,0.077,0.153,0.973,0.153
CTNNA2,0.061,0.041,0.996,0.053
YAP1,0.118,0.035,0.172,0.977
CD247,0.051,0.989,0.093,0.106
JAKMIP2,0.068,0.025,0.051,0.996
CDCA3,0.058,0.145,0.128,0.979
ZNF271,0.935,0.122,0.244,0.228
DUSP2,0.068,0.977,0.195,0.046
WNT7B,0.049,0.007,0.996,0.078
P2RY13,0.065,0.983,0.148,0.081
CTSO,0.116,0.095,0.988,0.046
FIGF,0.15,0.078,0.977,0.133
PRNP,0.985,0.093,0.108,0.102
TBC1D8B,0.139,0.064,0.153,0.976
UPK3B,0.015,0.005,1.0,0.003
ADRA2A,0.129,0.135,0.975,0.124
P2RY1,0.028,0.057,0.066,0.996
APOA1,0.059,0.106,0.147,0.982
ZNF331,0.122,0.965,0.226,0.05
CHPT1,0.007,0.116,0.99,0.079
ANKRD10,0.137,0.952,0.181,0.206
PRB3,0.14,0.076,0.846,0.509
SLC43A3,0.952,0.169,0.225,0.12
FGF7,0.959,0.136,0.19,0.161
ZMYND8,0.02,0.025,0.999,0.013
ANK3,0.109,0.128,0.132,0.977
CD1C,0.94,0.18,0.213,0.197
TTC28,0.073,0.061,0.122,0.988
HGSNAT,0.157,0.033,0.984,0.079
DDAH2,0.145,0.95,0.253,0.111
TRIM68,0.145,0.047,0.982,0.115
TBC1D2,0.103,0.065,0.979,0.164
NUCB2,0.931,0.173,0.16,0.277
MSX2,0.052,0.006,0.999,0.005
SP110,0.096,0.109,0.989,0.026
LIPA,0.126,0.969,0.209,0.042
BARX2,0.095,0.066,0.991,0.07
IL1RN,0.109,0.072,0.987,0.094
GALNT10,0.967,0.079,0.211,0.12
FARP1,0.969,0.066,0.171,0.163
MGAT4A,0.087,0.98,0.141,0.106
PNOC,0.122,0.969,0.183,0.115
GINS2,0.015,0.053,0.023,0.998
HEG1,0.978,0.099,0.124,0.132
MST1R,0.016,0.102,0.995,0.004
HOXA7,0.126,0.097,0.986,0.054
NNT,0.065,0.077,0.138,0.985
SLC46A3,0.964,0.099,0.235,0.076
NCF4,0.104,0.978,0.147,0.109
NSUN5B,0.031,0.156,0.978,0.134
C9orf46,0.067,0.983,0.128,0.112
ELMO1,0.127,0.973,0.137,0.133
BMP6,0.963,0.121,0.19,0.145
TSPAN4,0.153,0.953,0.2,0.166
LEP,0.084,0.147,0.979,0.111
AHSG,0.009,0.004,0.007,1.0
MMP28,0.028,0.008,1.0,0.003
GABRA3,0.119,0.056,0.135,0.982
KIAA1822L,0.087,0.112,0.961,0.237
CTSL1,0.128,0.978,0.141,0.086
MYBL1,0.091,0.974,0.181,0.097
FLJ14213,0.172,0.95,0.146,0.217
THEM2,0.043,0.037,0.044,0.997
TMEM140,0.119,0.975,0.178,0.061
EMP2,0.022,0.489,0.791,0.366
ACYP2,0.062,0.058,0.995,0.058
TGFB1I1,0.991,0.029,0.112,0.06
ACTN1,0.988,0.057,0.108,0.096
TFDP2,0.062,0.984,0.15,0.072
DOK5,0.164,0.97,0.157,0.08
ZSCAN16,0.039,0.099,0.994,0.04
HIVEP1,0.071,0.984,0.154,0.055
FLJ20273,0.026,0.193,0.979,0.054
C1RL,0.167,0.926,0.288,0.181
ARL4A,0.064,0.046,0.046,0.996
ISYNA1,0.015,0.06,0.998,0.005
WDR5B,0.064,0.071,0.995,0.036
C1orf54,0.957,0.163,0.168,0.173
PLEKHA5,0.106,0.061,0.149,0.981
ANKRD5,0.102,0.966,0.176,0.161
C19orf54,0.086,0.039,0.995,0.006
RNF38,0.935,0.148,0.278,0.164
SLCO4A1,0.098,0.086,0.988,0.087
PIP3-E,0.056,0.206,0.976,0.029
AMPH,0.064,0.112,0.99,0.053
ACN9,0.024,0.059,0.065,0.996
CENTG2,0.087,0.957,0.239,0.136
CEP135,0.051,0.99,0.12,0.058
ZNF532,0.964,0.13,0.151,0.178
C3orf52,0.948,0.121,0.271,0.117
ANXA6,0.137,0.969,0.157,0.136
RRAD,0.96,0.141,0.203,0.135
NCAPG2,0.067,0.976,0.119,0.171
FOXA2,0.135,0.107,0.159,0.972
DLK2,0.066,0.048,0.081,0.993
CDC6,0.07,0.087,0.097,0.989
C9orf9,0.095,0.099,0.134,0.982
CKLF,0.925,0.174,0.281,0.185
PLA2G10,0.024,0.007,1.0,0.008
IL15RA,0.063,0.992,0.09,0.061
TTLL12,0.009,0.006,0.011,1.0
MYO1B,0.963,0.202,0.148,0.102
RHOBTB2,0.077,0.055,0.994,0.046
PRC1,0.049,0.146,0.062,0.986
SCD,0.046,0.093,0.069,0.992
RRAS2,0.134,0.964,0.161,0.162
CALD1,0.974,0.116,0.149,0.128
GALNT11,0.045,0.101,0.978,0.176
MCTP2,0.085,0.109,0.172,0.975
AP2M1,0.203,0.011,0.967,0.154
DMRT1,0.063,0.122,0.968,0.208
CDC37L1,0.115,0.969,0.172,0.134
MSH2,0.092,0.966,0.154,0.187
SOHLH2,0.107,0.059,0.988,0.095
STEAP3,0.083,0.065,0.992,0.063
TMEM51,0.054,0.062,0.997,0.01
BCAS4,0.07,0.065,0.106,0.99
POU2F3,0.035,0.169,0.985,0.028
P15RS,0.064,0.101,0.117,0.986
PPAP2A,0.023,0.16,0.987,0.008
C2orf43,0.045,0.069,0.105,0.991
TP53AP1,0.03,0.033,0.984,0.174
CDC25B,0.092,0.092,0.081,0.988
TALDO1,0.014,0.012,0.011,1.0
TLR3,0.023,0.149,0.988,0.015
THBS1,0.98,0.092,0.134,0.115
FAM46C,0.123,0.973,0.155,0.119
PLD3,0.122,0.226,0.964,0.066
LIAS,0.052,0.962,0.165,0.21
MCF2L,0.084,0.113,0.982,0.126
PLOD1,0.136,0.136,0.131,0.972
FOXJ1,0.021,0.043,0.999,0.012
DDX43,0.065,0.085,0.988,0.107
UST,0.084,0.106,0.129,0.982
SAMHD1,0.077,0.986,0.122,0.084
BTG3,0.071,0.306,0.946,0.085
ZNF177,0.973,0.042,0.219,0.061
NDC80,0.103,0.963,0.13,0.213
SENP2,0.055,0.049,0.057,0.996
TFRC,0.034,0.153,0.037,0.987
ARID5B,0.153,0.034,0.986,0.052
EGFR,0.117,0.021,0.068,0.991
DIAPH2,0.009,0.01,0.012,1.0
RGS4,0.986,0.077,0.124,0.076
EFHC1,0.936,0.167,0.262,0.163
RWDD2A,0.096,0.074,0.99,0.073
PLA2G3,0.056,0.995,0.077,0.035
LILRB2,0.072,0.99,0.093,0.081
C10orf56,0.973,0.106,0.181,0.093
ADAM10,0.076,0.063,0.993,0.069
RGS5,0.126,0.973,0.142,0.131
MCM10,0.041,0.987,0.093,0.128
BNC2,0.984,0.078,0.14,0.076
KIF23,0.084,0.978,0.135,0.137
AGBL5,0.033,0.036,0.981,0.19
ITGA5,0.997,0.019,0.071,0.03
KDELC1,0.967,0.086,0.133,0.198
TMEM97,0.007,0.038,0.024,0.999
VIM,0.966,0.166,0.166,0.105
RAB3B,0.083,0.054,0.109,0.989
PEPD,0.082,0.047,0.117,0.989
KIAA0895,0.122,0.075,0.119,0.983
CENTD3,0.05,0.015,0.999,0.007
FKBP1B,0.967,0.065,0.206,0.137
ZNF266,0.059,0.09,0.994,0.027
SYK,0.047,0.991,0.106,0.065
DBNDD2,0.064,0.063,0.995,0.035
KMO,0.101,0.979,0.132,0.12
HRSP12,0.079,0.106,0.097,0.987
KLF6,0.96,0.115,0.248,0.053
TLR1,0.048,0.986,0.088,0.135
IQCB1,0.073,0.979,0.177,0.077
LSM1,0.013,0.023,0.018,0.999
AP1M2,0.074,0.019,0.997,0.008
ARG1,0.967,0.176,0.156,0.102
APOE,0.065,0.991,0.097,0.06
FANCI,0.064,0.967,0.094,0.229
TMEFF1,0.97,0.108,0.166,0.142
CD93,0.965,0.143,0.162,0.146
DNMT3B,0.032,0.986,0.161,0.028
SQRDL,0.124,0.132,0.064,0.981
OPA1,0.152,0.938,0.275,0.148
HMGB3,0.064,0.05,0.081,0.993
FMOD,0.989,0.085,0.101,0.061
ATRN,0.095,0.083,0.128,0.984
MTMR11,0.98,0.059,0.179,0.07
FAM38B,0.963,0.139,0.216,0.084
ZSCAN18,0.117,0.032,0.992,0.04
CCDC109B,0.121,0.97,0.119,0.175
SST,0.995,0.016,0.078,0.064
MMACHC,0.039,0.083,0.995,0.03
ESF1,0.932,0.194,0.234,0.2
HRH1,0.988,0.036,0.137,0.062
C18orf24,0.067,0.965,0.124,0.221
EFEMP2,0.979,0.072,0.171,0.081
CRYL1,0.088,0.086,0.174,0.977
KPNA4,0.083,0.05,0.069,0.993
ZNF586,0.121,0.063,0.982,0.129
GOLIM4,0.055,0.067,0.062,0.994
DHCR7,0.044,0.114,0.074,0.99
TM7SF2,0.016,0.053,0.983,0.175
ASH2L,0.036,0.097,0.931,0.349
PSG4,0.057,0.234,0.959,0.15
PDGFRA,0.972,0.141,0.15,0.111
ARHGEF6,0.065,0.093,0.993,0.029
CPEB1,0.07,0.155,0.98,0.099
PRKCQ,0.121,0.147,0.981,0.024
FYN,0.965,0.178,0.169,0.091
COL4A2,0.996,0.016,0.076,0.041
RP6-213H19.1,0.117,0.098,0.17,0.974
LMNB2,0.054,0.981,0.141,0.123
LTBP2,0.983,0.08,0.152,0.056
PSIP1,0.097,0.967,0.192,0.139
SLC5A1,0.149,0.071,0.981,0.105
ITPR1,0.11,0.962,0.119,0.221
C8orf70,0.055,0.165,0.978,0.119
PCDH17,0.973,0.051,0.098,0.203
LCK,0.044,0.993,0.095,0.055
NDP,0.081,0.027,0.075,0.994
PPP1R3D,0.08,0.052,0.989,0.11
HSPA12A,0.98,0.078,0.145,0.113
EVPL,0.016,0.014,1.0,0.011
BANK1,0.078,0.106,0.989,0.067
AIF1,0.094,0.984,0.094,0.118
DHCR24,0.103,0.092,0.1,0.985
SLC20A2,0.065,0.048,0.069,0.994
CD320,0.038,0.093,0.07,0.992
SMAD1,0.053,0.989,0.085,0.108
GPI,0.074,0.186,0.771,0.604
PDE9A,0.029,0.242,0.969,0.046
DMXL2,0.064,0.986,0.142,0.065
BTN3A2,0.092,0.97,0.204,0.093
ZEB2,0.953,0.175,0.186,0.161
EMX2,0.181,0.012,0.983,0.012
FLJ13611,0.091,0.088,0.987,0.102
GSTZ1,0.091,0.059,0.127,0.986
NCAPD2,0.061,0.972,0.133,0.181
LRRC1,0.07,0.131,0.142,0.979
ACP6,0.021,0.014,0.999,0.042
SMARCA4,0.042,0.144,0.988,0.035
RIBC2,0.041,0.99,0.114,0.067
KRT34,0.192,0.084,0.974,0.089
WARS,0.05,0.994,0.069,0.066
FGD6,0.094,0.977,0.13,0.142
FZD1,0.978,0.066,0.159,0.117
EPHX2,0.034,0.987,0.112,0.111
NAT1,0.169,0.95,0.235,0.117
FANCG,0.053,0.051,0.09,0.993
CTPS2,0.1,0.093,0.174,0.975
TIMP2,0.175,0.959,0.191,0.117
FLJ21963,0.059,0.067,0.996,0.009
NP,0.981,0.094,0.156,0.07
SNX7,0.044,0.011,0.999,0.007
UCK2,0.041,0.121,0.051,0.991
SLC26A2,0.076,0.024,0.062,0.995
ZNF43,0.062,0.023,0.998,0.01
PFKM,0.053,0.983,0.169,0.039
RBM35A,0.039,0.086,0.989,0.117
ANG,0.958,0.104,0.255,0.082
CASP1,0.088,0.166,0.982,0.012
TRAM2,0.942,0.17,0.178,0.228
SYNPO,0.975,0.135,0.161,0.074
RAB27A,0.083,0.976,0.085,0.183
PSTPIP1,0.078,0.989,0.068,0.104
CDC20,0.054,0.981,0.085,0.166
CMAS,0.087,0.112,0.171,0.975
FKBP14,0.975,0.07,0.143,0.154
LAMA5,0.081,0.017,0.994,0.072
LIMA1,0.975,0.074,0.172,0.123
CLEC10A,0.123,0.954,0.191,0.198
GPHN,0.066,0.092,0.166,0.98
BLM,0.049,0.982,0.082,0.162
PFKP,0.046,0.102,0.982,0.151
GLA,0.012,0.029,0.015,0.999
PIAS3,0.095,0.102,0.165,0.976
DDB2,0.078,0.975,0.187,0.095
LOH11CR2A,0.143,0.022,0.986,0.082
PLAA,0.102,0.075,0.154,0.98
SH3BP5,0.17,0.944,0.247,0.139
CAPRIN2,0.949,0.146,0.27,0.074
JUNB,0.153,0.018,0.988,0.006
RYR1,0.16,0.22,0.954,0.129
C14orf139,0.139,0.968,0.195,0.079
FAM110B,0.116,0.17,0.146,0.968
IFI16,0.065,0.067,0.044,0.995
STK32B,0.172,0.094,0.126,0.972
BGN,0.989,0.066,0.117,0.056
NCK1,0.095,0.982,0.122,0.104
PTPRCAP,0.037,0.994,0.077,0.061
ICK,0.033,0.05,0.055,0.997
NET1,0.127,0.95,0.25,0.14
NAV3,0.987,0.092,0.12,0.06
DLG7,0.077,0.108,0.088,0.987
ETNK1,0.052,0.135,0.108,0.984
LILRB4,0.081,0.987,0.112,0.077
ACSM3,0.099,0.107,0.986,0.087
DENND4A,0.088,0.138,0.129,0.978
LASS4,0.057,0.134,0.082,0.986
HTR2C,0.047,0.098,0.994,0.027
KIAA0020,0.097,0.974,0.175,0.104
RBM19,0.005,0.004,0.004,1.0
RPS6KA5,0.087,0.102,0.148,0.98
OLFML1,0.976,0.104,0.163,0.102
NLGN4Y,0.036,0.109,0.993,0.015
MGC4172,0.029,0.01,0.999,0.02
UBE2H,0.037,0.026,0.04,0.998
MYLIP,0.068,0.066,0.981,0.169
SS18L1,0.912,0.173,0.341,0.15
CITED2,0.066,0.012,0.998,0.004
ACSL4,0.121,0.121,0.131,0.976
C21orf25,0.024,0.149,0.988,0.017
UGT2A3,0.033,0.136,0.988,0.07
RAP1GAP,0.052,0.055,0.855,0.512
MTHFD2L,0.147,0.159,0.186,0.958
APOB,0.073,0.071,0.969,0.225
ZNF140,0.962,0.088,0.24,0.095
ALPL,0.115,0.117,0.982,0.094
MCM3APAS,0.085,0.075,0.987,0.112
MAN1A1,0.104,0.086,0.989,0.055
HSPB1,0.142,0.018,0.978,0.154
OVOL2,0.064,0.085,0.99,0.091
TNFAIP2,0.029,0.035,0.999,0.005
PIK3R1,0.959,0.1,0.217,0.152
PTDSS1,0.004,0.004,0.002,1.0
OR7A5,0.041,0.021,0.049,0.998
TTK,0.092,0.982,0.122,0.11
UBAP2,0.079,0.014,0.995,0.056
TPPP3,0.082,0.032,0.079,0.993
GFOD1,0.954,0.119,0.161,0.222
TTLL7,0.034,0.041,0.042,0.998
P4HA2,0.97,0.155,0.163,0.09
SKIL,0.152,0.953,0.229,0.126
RNASEH2A,0.041,0.975,0.083,0.204
ALG3,0.032,0.002,0.015,0.999
KLK5,0.997,0.021,0.075,0.026
NOD2,0.973,0.107,0.146,0.143
BCL6,0.075,0.084,0.212,0.971
IRF9,0.092,0.064,0.993,0.027
FNDC3B,0.291,0.092,0.944,0.123
SIAH2,0.031,0.026,0.027,0.999
BDKRB2,0.98,0.082,0.15,0.099
SMAD4,0.095,0.118,0.143,0.978
GAS6,0.972,0.129,0.159,0.114
RBBP8,0.059,0.051,0.062,0.995
SPINT1,0.023,0.012,1.0,0.013
SOAT1,0.162,0.96,0.171,0.151
RFC4,0.016,0.038,0.012,0.999
CAMTA1,0.063,0.978,0.193,0.054
FLJ21511,0.987,0.091,0.13,0.027
CDKN2C,0.066,0.985,0.122,0.103
NOTCH1,0.062,0.096,0.993,0.013
CCR7,0.12,0.975,0.168,0.087
AGPAT7,0.025,0.004,1.0,0.01
ZNF423,0.135,0.035,0.99,0.02
PRRG1,0.985,0.043,0.161,0.038
EGLN1,0.068,0.061,0.085,0.992
ARHGAP5,0.944,0.118,0.21,0.224
C17orf75,0.028,0.04,0.035,0.998
OBFC1,0.016,0.018,1.0,0.011
IL8RB,0.077,0.091,0.991,0.057
ZNF274,0.937,0.102,0.33,0.06
CHFR,0.076,0.091,0.993,0.027
OGFRL1,0.118,0.975,0.144,0.121
EMILIN1,0.973,0.103,0.146,0.145
ECHDC2,0.015,0.082,0.996,0.01
TJP2,0.016,0.036,0.999,0.004
C14orf162,0.024,0.02,0.025,0.999
ABHD3,0.03,0.028,0.018,0.999
PCCA,0.053,0.035,0.996,0.058
PLEKHG6,0.051,0.144,0.168,0.974
POLE2,0.066,0.129,0.113,0.983
NPC1,0.062,0.061,0.045,0.995
MAST4,0.03,0.013,0.999,0.005
GIPC2,0.034,0.061,0.997,0.022
WIPF1,0.128,0.976,0.148,0.1
E2F8,0.019,0.023,0.999,0.012
TIPIN,0.085,0.141,0.122,0.979
KRT18,0.021,0.069,0.976,0.204
ZNF395,0.093,0.068,0.179,0.977
PTPRT,0.029,0.13,0.094,0.987
SLC2A6,0.034,0.995,0.081,0.035
CLSTN1,0.103,0.016,0.994,0.015
ANGPT2,0.969,0.062,0.229,0.067
BHLHB2,0.133,0.02,0.991,0.014
TBL1X,0.015,0.025,0.03,0.999
ACO1,0.097,0.05,0.992,0.058
INPP5F,0.068,0.986,0.144,0.049
FLNA,0.976,0.111,0.153,0.111
IQGAP2,0.144,0.961,0.188,0.141
PAX9,0.004,0.011,0.011,1.0
HDGFRP3,0.064,0.031,0.072,0.995
CPZ,0.981,0.074,0.169,0.053
PSMB10,0.044,0.987,0.148,0.036
RAB32,0.968,0.14,0.099,0.183
PECI,0.017,0.029,0.032,0.999
FGF12,0.151,0.116,0.196,0.962
NLK,0.091,0.963,0.174,0.187
PRSS16,0.069,0.072,0.991,0.092
CDC45L,0.014,0.043,0.02,0.999
CST4,0.987,0.032,0.138,0.079
RNASE2,0.134,0.158,0.148,0.967
PLA2G1B,0.111,0.094,0.987,0.066
RLF,0.929,0.172,0.242,0.221
SPATA20,0.066,0.009,0.998,0.015
PADI2,0.04,0.994,0.095,0.028
CENPN,0.054,0.069,0.05,0.995
KLF13,0.949,0.16,0.249,0.11
TRIM9,0.964,0.111,0.218,0.105
FGF20,0.097,0.138,0.97,0.176
SATB2,0.116,0.096,0.153,0.977
SLC38A6,0.082,0.071,0.076,0.991
TWSG1,0.103,0.115,0.114,0.981
PYGB,0.958,0.087,0.189,0.198
CCR5,0.066,0.99,0.118,0.04
LUM,0.988,0.063,0.118,0.075
ACOT7,0.118,0.966,0.152,0.17
ZBTB38,0.974,0.072,0.15,0.151
ZHX2,0.054,0.986,0.132,0.088
NCAPG,0.062,0.977,0.118,0.169
STK39,0.02,0.03,0.997,0.063
CDH12,0.151,0.068,0.957,0.239
PARP12,0.063,0.986,0.151,0.023
HDAC4,0.106,0.945,0.168,0.259
D15Wsu75e,0.039,0.029,0.033,0.998
SERTAD2,0.037,0.992,0.112,0.039
ATP9A,0.078,0.008,0.997,0.015
GCA,0.108,0.965,0.215,0.106
APOLD1,0.948,0.179,0.232,0.122
IFNG,0.004,0.999,0.028,0.017
ARHGDIB,0.127,0.143,0.981,0.023
BCR,0.123,0.953,0.231,0.151
MAGI2,0.087,0.129,0.982,0.109
CRTAM,0.039,0.992,0.098,0.073
SMAD5OS,0.055,0.084,0.109,0.989
GPR64,0.953,0.131,0.235,0.141
TCEA2,0.056,0.009,0.998,0.014
KCNJ8,0.955,0.165,0.18,0.17
SORD,0.071,0.091,0.964,0.24
PHLPP,0.068,0.013,0.994,0.081
JAK2,0.033,0.997,0.068,0.034
PCYOX1,0.945,0.111,0.25,0.178
PDE1A,0.953,0.16,0.2,0.163
MLF1,0.085,0.077,0.106,0.988
RCOR1,0.938,0.121,0.252,0.206
GAST,0.039,0.016,0.039,0.998
CYP11A1,0.072,0.127,0.977,0.158
ZC3H12A,0.168,0.118,0.976,0.073
CASD1,0.927,0.162,0.292,0.17
PPP2R3A,0.978,0.069,0.162,0.116
CHEK2,0.048,0.1,0.099,0.989
OCLN,0.063,0.104,0.986,0.11
ZNF93,0.07,0.013,0.997,0.005
CDH19,0.123,0.07,0.97,0.197
MPDZ,0.942,0.129,0.268,0.157
SYNE2,0.131,0.115,0.132,0.976
RAB25,0.014,0.014,0.997,0.072
COBLL1,0.04,0.109,0.104,0.988
WHSC1L1,0.038,0.2,0.968,0.148
DIRAS3,0.174,0.097,0.156,0.967
SERPINH1,0.974,0.09,0.143,0.147
SC65,0.129,0.115,0.108,0.979
CD72,0.051,0.991,0.094,0.078
PTGS1,0.979,0.117,0.151,0.07
LMNB1,0.063,0.978,0.134,0.145
CHST4,0.064,0.112,0.987,0.1
MAGEB1,0.065,0.039,0.958,0.278
CROCCL1,0.039,0.095,0.994,0.024
SNFT,0.129,0.959,0.147,0.207
DLL3,0.053,0.183,0.979,0.067
CD97,0.081,0.984,0.14,0.069
DKFZP564J102,0.013,0.14,0.989,0.036
TRAT1,0.035,0.994,0.075,0.071
LANCL2,0.086,0.058,0.124,0.987
SAGE1,0.076,0.137,0.987,0.031
MSC,0.042,0.992,0.044,0.107
CCNG2,0.931,0.168,0.303,0.112
NQO2,0.016,0.049,0.02,0.998
ASTE1,0.912,0.186,0.331,0.153
SPG20,0.12,0.072,0.122,0.983
TAF12,0.063,0.97,0.178,0.15
NPDC1,0.132,0.062,0.981,0.125
SH3BP4,0.085,0.073,0.084,0.99
WDR91,0.109,0.98,0.145,0.079
KIAA0317,0.157,0.921,0.322,0.152
EN2,0.091,0.159,0.194,0.964
BAT1,0.081,0.008,0.997,0.006
ZDHHC3,0.104,0.048,0.166,0.98
TNNC1,0.031,0.014,0.999,0.008
CD207,0.103,0.084,0.978,0.158
ADAM9,0.055,0.021,0.044,0.997
SLC38A1,0.037,0.062,0.997,0.015
PIK3R3,0.085,0.97,0.199,0.113
PAQR3,0.113,0.119,0.122,0.979
ZNF228,0.037,0.033,0.999,0.009
TNFSF4,0.958,0.192,0.179,0.112
CYP51A1,0.081,0.064,0.096,0.99
FUCA1,0.044,0.975,0.203,0.077
HECA,0.109,0.08,0.99,0.028
AQP4,0.965,0.12,0.206,0.11
SCRIB,0.028,0.102,0.991,0.081
FANCF,0.079,0.071,0.994,0.037
C1orf9,0.137,0.952,0.197,0.192
CHCHD7,0.036,0.071,0.995,0.061
DNMT3A,0.065,0.977,0.171,0.114
ProSAPiP1,0.14,0.132,0.189,0.963
TMPRSS2,0.03,0.083,0.993,0.076
FAM117A,0.01,0.998,0.049,0.032
PHYH,0.031,0.033,0.995,0.092
CYP27A1,0.087,0.985,0.124,0.08
DNALI1,0.092,0.966,0.207,0.126
SLC39A2,0.172,0.024,0.985,0.019
CGREF1,0.051,0.088,0.092,0.991
RYK,0.151,0.925,0.279,0.207
S100A13,0.072,0.128,0.083,0.986
KIF11,0.095,0.97,0.164,0.15
WWC3,0.095,0.095,0.116,0.984
TRIP6,0.042,0.033,0.991,0.124
EIF4G1,0.044,0.017,0.036,0.998
MTUS1,0.119,0.044,0.989,0.076
CCDC102B,0.976,0.101,0.141,0.133
PON2,0.125,0.037,0.991,0.027
BIN1,0.034,0.995,0.063,0.072
PANX1,0.965,0.125,0.189,0.131
BIN2,0.087,0.982,0.137,0.094
IFRD1,0.057,0.102,0.083,0.99
DLG5,0.023,0.064,0.998,0.004
SLC16A6,0.078,0.979,0.144,0.12
PRRX2,0.121,0.062,0.984,0.115
PCK2,0.062,0.077,0.121,0.988
PI4KA,0.068,0.071,0.161,0.982
MARCH2,0.161,0.948,0.248,0.122
CAPG,0.095,0.968,0.228,0.048
ERC1,0.171,0.945,0.252,0.124
ASPM,0.067,0.978,0.084,0.176
HSD17B11,0.085,0.961,0.237,0.116
TP53,0.034,0.012,0.999,0.002
EHD2,0.988,0.041,0.135,0.06
MAP4K1,0.006,0.999,0.019,0.039
GPR18,0.025,0.997,0.056,0.051
TM7SF3,0.112,0.11,0.2,0.967
TCEAL1,0.086,0.024,0.984,0.154
KEAP1,0.023,0.052,0.049,0.997
ITGB5,0.976,0.057,0.169,0.127
PFDN6,0.123,0.953,0.182,0.209
FGFR2,0.028,0.022,0.034,0.999
YPEL1,0.03,0.135,0.99,0.038
ANKRD11,0.072,0.103,0.987,0.1
C19orf2,0.072,0.978,0.156,0.115
FCN1,0.128,0.966,0.193,0.117
SLC12A7,0.06,0.17,0.087,0.98
IL2RG,0.065,0.995,0.073,0.007
MINPP1,0.08,0.981,0.17,0.055
C5AR1,0.978,0.141,0.131,0.078
KIF1B,0.11,0.958,0.253,0.08
VPS37B,0.057,0.03,0.997,0.034
FDXR,0.015,0.99,0.101,0.098
JUN,0.972,0.115,0.195,0.055
NBL1,0.119,0.021,0.993,0.012
MNX1,0.054,0.018,0.998,0.015
PRKAA1,0.085,0.116,0.975,0.167
C22orf9,0.11,0.063,0.095,0.987
PCCB,0.023,0.989,0.084,0.121
RAD51AP1,0.075,0.973,0.1,0.193
MDFIC,0.163,0.933,0.262,0.186
RRM2,0.043,0.972,0.08,0.215
KRCC1,0.084,0.079,0.112,0.987
GINS3,0.061,0.099,0.091,0.989
OPLAH,0.086,0.089,0.974,0.189
HMG4L,0.092,0.097,0.121,0.984
NMNAT2,0.07,0.112,0.989,0.06
RAC3,0.14,0.937,0.228,0.225
ZDHHC13,0.056,0.056,0.994,0.07
CD248,0.987,0.058,0.134,0.061
SEPW1,0.122,0.015,0.992,0.022
ROBO3,0.097,0.153,0.983,0.03
SGMS1,0.935,0.181,0.221,0.211
DONSON,0.07,0.982,0.134,0.109
FFAR2,0.032,0.144,0.987,0.064
TFAP2C,0.106,0.052,0.983,0.142
IL20RA,0.033,0.022,0.999,0.033
BRAF,0.08,0.147,0.196,0.966
DTX4,0.047,0.01,0.999,0.01
NAP1L3,0.969,0.093,0.219,0.07
PSRC1,0.08,0.965,0.186,0.166
FLJ11286,0.081,0.057,0.995,0.016
GUF1,0.078,0.163,0.209,0.961
CES2,0.175,0.024,0.982,0.069
TMEM40,0.12,0.091,0.198,0.968
STYK1,0.036,0.119,0.126,0.984
RPH3AL,0.012,0.037,0.999,0.01
SCPEP1,0.042,0.072,0.054,0.995
MACROD1,0.073,0.028,0.992,0.103
SLC15A3,0.068,0.991,0.108,0.047
DGKG,0.009,0.007,0.004,1.0
YEATS4,0.083,0.964,0.179,0.18
MAN2B2,0.058,0.072,0.994,0.065
POLI,0.1,0.081,0.164,0.978
CLDN5,0.152,0.107,0.181,0.966
DUSP22,0.07,0.073,0.995,0.024
ADAMTS5,0.964,0.13,0.152,0.175
STYXL1,0.064,0.061,0.143,0.986
PTP4A3,0.942,0.174,0.243,0.153
FLJ10357,0.964,0.075,0.252,0.026
TRIM6-TRIM34,0.097,0.083,0.991,0.044
OPTN,0.107,0.972,0.195,0.078
ZNF557,0.968,0.07,0.224,0.093
ZFHX4,0.055,0.023,0.998,0.013
RSRC1,0.052,0.091,0.067,0.992
WHSC1,0.028,0.991,0.103,0.078
NPTX1,0.107,0.081,0.988,0.076
EHBP1,0.119,0.048,0.1,0.987
SLC39A14,0.963,0.088,0.076,0.242
PECR,0.086,0.131,0.134,0.978
C8orf55,0.009,0.005,1.0,0.004
